date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags,reason
2026-07-18,dep,THY4BS,,,LTFM,,,,2026-07-18T04:16:40+00:00,2026-07-18T04:40:23+00:00,,,,,4baacb,,,no_schedule_match
2026-07-18,dep,THY1BX,,,LTFM,XUBS,,,2026-07-18T04:31:38+00:00,2026-07-18T06:59:44+00:00,,,,,4ba9c8,,,no_schedule_match
2026-07-18,dep,THY5TK,,,LTFM,,,,2026-07-18T04:32:03+00:00,2026-07-18T06:11:27+00:00,,,,,4bb20b,,,no_schedule_match
2026-07-18,dep,THY142,,,LTFM,,,,2026-07-18T04:41:23+00:00,2026-07-18T06:34:01+00:00,,,,,4bb275,,,no_schedule_match
2026-07-18,dep,THY366,,,LTFM,,,,2026-07-18T04:44:02+00:00,2026-07-18T06:43:47+00:00,,,,,4bb261,,,no_schedule_match
2026-07-18,dep,THY5RN,,,LTFM,EDDV,,,2026-07-18T04:44:02+00:00,2026-07-18T07:24:21+00:00,,,,,4bb290,,,no_schedule_match
2026-07-18,dep,THY8RZ,,,LTFM,,,,2026-07-18T04:48:44+00:00,2026-07-18T06:42:04+00:00,,,,,4baad5,,,no_schedule_match
2026-07-18,dep,THY5LW,,,LTFM,LYBR,,,2026-07-18T05:05:25+00:00,2026-07-18T06:11:40+00:00,,,,,4baa88,,,no_schedule_match
2026-07-18,dep,THY6ZN,,,LTFM,LEGY,,,2026-07-18T05:07:41+00:00,2026-07-18T08:39:02+00:00,,,,,4bb28a,,,no_schedule_match
2026-07-18,dep,THY3UZ,,,LTFM,,,,2026-07-18T05:09:24+00:00,2026-07-18T05:34:40+00:00,,,,,4baa0a,,,no_schedule_match
2026-07-18,dep,THY8ES,,,LTFM,LAKU,,,2026-07-18T05:11:29+00:00,2026-07-18T06:09:06+00:00,,,,,4baa89,,,no_schedule_match
2026-07-18,dep,THY1NK,,,LTFM,,,,2026-07-18T05:16:24+00:00,2026-07-18T06:12:49+00:00,,,,,4baa4d,,,no_schedule_match
2026-07-18,dep,THY1SL,,,LTFM,,,,2026-07-18T05:18:17+00:00,2026-07-18T18:21:18+00:00,,,,,4ba90d,,,no_schedule_match
2026-07-18,dep,THY5SF,,,LTFM,LTAE,,,2026-07-18T05:19:19+00:00,2026-07-18T05:47:24+00:00,,,,,4bb056,,,no_schedule_match
2026-07-18,dep,FIA6343,,,LTFM,,,,2026-07-18T05:20:11+00:00,2026-07-18T07:04:20+00:00,,,,,504e7e,,,no_schedule_match
2026-07-18,dep,THY269,,,LTFM,,,,2026-07-18T05:23:19+00:00,2026-07-18T05:34:59+00:00,,,,,4baa0d,,,no_schedule_match
2026-07-18,dep,THY661,,,LTFM,,,,2026-07-18T05:25:22+00:00,2026-07-18T07:29:07+00:00,,,,,4baa64,,,no_schedule_match
2026-07-18,dep,THY90L,,,LTFM,LW67,,,2026-07-18T05:26:53+00:00,2026-07-18T06:13:43+00:00,,,,,4baa13,,,no_schedule_match
2026-07-18,dep,THY1YW,,,LTFM,DTKA,,,2026-07-18T05:30:11+00:00,2026-07-18T07:46:19+00:00,,,,,4ba915,,,no_schedule_match
2026-07-18,dep,THY60R,,,LTFM,LTAE,,,2026-07-18T05:31:15+00:00,2026-07-18T06:00:47+00:00,,,,,4bb044,,,no_schedule_match
2026-07-18,dep,THY7HR,,,LTFM,,,,2026-07-18T05:32:42+00:00,2026-07-18T06:35:49+00:00,,,,,4baaca,,,no_schedule_match
2026-07-18,dep,THY7VD,,,LTFM,,,,2026-07-18T05:36:17+00:00,2026-07-18T06:03:42+00:00,,,,,4bb055,,,no_schedule_match
2026-07-18,dep,THY8MT,,,LTFM,,,,2026-07-18T05:36:56+00:00,2026-07-18T18:21:18+00:00,,,,,4bb18b,,,no_schedule_match
2026-07-18,dep,THY2TS,,,LTFM,LTAE,,,2026-07-18T05:39:18+00:00,2026-07-18T06:09:02+00:00,,,,,4bab2a,,,no_schedule_match
2026-07-18,dep,THY3KP,,,LTFM,LTAB,,,2026-07-18T05:40:26+00:00,2026-07-18T06:12:43+00:00,,,,,4ba994,,,no_schedule_match
2026-07-18,dep,THY3AR,,,LTFM,LTAE,,,2026-07-18T05:41:42+00:00,2026-07-18T06:11:22+00:00,,,,,4ba995,,,no_schedule_match
2026-07-18,dep,THY6PT,,,LTFM,LTAE,,,2026-07-18T05:48:21+00:00,2026-07-18T06:16:52+00:00,,,,,4bb21a,,,no_schedule_match
2026-07-18,dep,THY5ER,,,LTFM,LTAB,,,2026-07-18T05:49:09+00:00,2026-07-18T06:21:46+00:00,,,,,4baa0e,,,no_schedule_match
2026-07-18,dep,THY8WB,,,LTFM,LTAE,,,2026-07-18T05:49:51+00:00,2026-07-18T06:19:12+00:00,,,,,4baa73,,,no_schedule_match
2026-07-18,dep,THY7TY,,,LTFM,LTAB,,,2026-07-18T05:51:12+00:00,2026-07-18T06:23:00+00:00,,,,,4ba99a,,,no_schedule_match
2026-07-18,dep,THY5082,,,LTFM,HE38,,,2026-07-18T05:52:32+00:00,2026-07-18T07:36:47+00:00,,,,,4baac9,,,no_schedule_match
2026-07-18,dep,TKN3260,,,LTFM,,,,2026-07-18T06:03:50+00:00,2026-07-18T07:11:27+00:00,,,,,7330a6,,,no_schedule_match
2026-07-18,dep,AFL2139,,,LTFM,,,,2026-07-18T06:08:53+00:00,2026-07-18T06:22:31+00:00,,,,,151d9e,,,no_schedule_match
2026-07-18,dep,FIA5326,,,LTFM,,,,2026-07-18T06:41:47+00:00,2026-07-18T07:19:51+00:00,,,,,504e86,,,no_schedule_match
2026-07-18,dep,THY7SJ,,,LTFM,,,,2026-07-18T06:43:21+00:00,2026-07-18T07:27:04+00:00,,,,,4bb0f2,,,no_schedule_match
2026-07-18,dep,THY1GH,,,LTFM,EYVI,,,2026-07-18T06:54:22+00:00,2026-07-18T09:01:49+00:00,,,,,4baa74,,,no_schedule_match
2026-07-18,dep,THY1DM,,,LTFM,LTAE,,,2026-07-18T07:08:35+00:00,2026-07-18T07:37:09+00:00,,,,,4ba90e,,,no_schedule_match
2026-07-18,dep,THY4GM,,,LTFM,,,,2026-07-18T07:13:02+00:00,2026-07-18T07:37:00+00:00,,,,,4baa12,,,no_schedule_match
2026-07-18,dep,THY2XR,,,LTFM,EDDB,,,2026-07-18T07:23:13+00:00,2026-07-18T09:45:43+00:00,,,,,4bb288,,,no_schedule_match
2026-07-18,dep,THY7TF,,,LTFM,LTAE,,,2026-07-18T07:28:08+00:00,2026-07-18T07:57:05+00:00,,,,,4bab45,,,no_schedule_match
2026-07-18,dep,THY5070,,,LTFM,HE38,,,2026-07-18T07:31:08+00:00,2026-07-18T09:12:44+00:00,,,,,4bab2f,,,no_schedule_match
2026-07-18,dep,AZO3070,,,LTFM,,,,2026-07-18T07:43:27+00:00,2026-07-18T07:58:16+00:00,,,,,155c5c,,,no_schedule_match
2026-07-18,dep,THY1PG,,,LTFM,,,,2026-07-18T08:14:22+00:00,2026-07-18T08:38:04+00:00,,,,,4ba913,,,no_schedule_match
2026-07-18,dep,THY5KD,,,LTFM,LTAE,,,2026-07-18T08:25:43+00:00,2026-07-18T08:54:19+00:00,,,,,4baac8,,,no_schedule_match
2026-07-18,dep,MEA266,,,LTFM,,,,2026-07-18T08:28:30+00:00,2026-07-18T09:23:22+00:00,,,,,5001db,,,no_schedule_match
2026-07-18,dep,THY4CP,,,LTFM,LTAE,,,2026-07-18T08:31:12+00:00,2026-07-18T08:59:53+00:00,,,,,4baac7,,,no_schedule_match
2026-07-18,dep,THY2FL,,,LTFM,LTAY,,,2026-07-18T08:35:00+00:00,2026-07-18T09:11:48+00:00,,,,,4ba999,,,no_schedule_match
2026-07-18,dep,THY2588,,,LTFM,,,,2026-07-18T08:37:15+00:00,2026-07-18T09:14:44+00:00,,,,,4ba9a8,,,no_schedule_match
2026-07-18,dep,THY5CW,,,LTFM,,,,2026-07-18T08:45:15+00:00,2026-07-18T09:13:27+00:00,,,,,4bb04d,,,no_schedule_match
2026-07-18,dep,THY3KT,,,LTFM,DTTB,,,2026-07-18T08:55:54+00:00,2026-07-18T11:08:38+00:00,,,,,4ba910,,,no_schedule_match
2026-07-18,dep,AHY076,,,LTFM,,,,2026-07-18T09:12:12+00:00,2026-07-18T11:00:06+00:00,,,,,4242f4,,,no_schedule_match
2026-07-18,dep,THY3DB,,,LTFM,LTAE,,,2026-07-18T09:24:10+00:00,2026-07-18T09:51:39+00:00,,,,,4baad0,,,no_schedule_match
2026-07-18,dep,THY31H,,,LTFM,LTAE,,,2026-07-18T09:35:23+00:00,2026-07-18T10:02:37+00:00,,,,,4ba993,,,no_schedule_match
2026-07-18,dep,IRM117,,,LTFM,,,,2026-07-18T09:42:12+00:00,2026-07-18T10:44:51+00:00,,,,,7335b5,,,no_schedule_match
2026-07-18,dep,THY7TW,,,LTFM,UB14,,,2026-07-18T09:46:58+00:00,2026-07-18T11:41:07+00:00,,,,,4bb069,,,no_schedule_match
2026-07-18,dep,THY5PB,,,LTFM,,,,2026-07-18T09:51:34+00:00,2026-07-18T10:33:20+00:00,,,,,4baa79,,,no_schedule_match
2026-07-18,dep,THY9HP,,,LTFM,LTAE,,,2026-07-18T09:55:15+00:00,2026-07-18T10:25:10+00:00,,,,,4bb055,,,no_schedule_match
2026-07-18,dep,THY9XR,,,LTFM,,,,2026-07-18T09:56:28+00:00,2026-07-18T11:16:46+00:00,,,,,4bb043,,,no_schedule_match
2026-07-18,dep,THY597,,,LTFM,,,,2026-07-18T09:59:27+00:00,2026-07-18T18:21:18+00:00,,,,,4bb06a,,,no_schedule_match
2026-07-18,dep,THY44D,,,LTFM,LTAD,,,2026-07-18T10:00:34+00:00,2026-07-18T10:31:06+00:00,,,,,4baac4,,,no_schedule_match
2026-07-18,dep,THY108,,,LTFM,,,,2026-07-18T10:03:00+00:00,2026-07-18T12:01:07+00:00,,,,,4bb286,,,no_schedule_match
2026-07-18,dep,THY8UZ,,,LTFM,LTAF,,,2026-07-18T10:08:27+00:00,2026-07-18T11:08:54+00:00,,,,,4bab27,,,no_schedule_match
2026-07-18,dep,THY8TY,,,LTFM,,,,2026-07-18T10:09:57+00:00,2026-07-18T14:17:50+00:00,,,,,4bb068,,,no_schedule_match
2026-07-18,dep,THY9YW,,,LTFM,,,,2026-07-18T10:10:33+00:00,2026-07-18T10:35:20+00:00,,,,,4baa09,,,no_schedule_match
2026-07-18,dep,THY7QH,,,LTFM,LTAE,,,2026-07-18T10:12:11+00:00,2026-07-18T10:40:25+00:00,,,,,4baac6,,,no_schedule_match
2026-07-18,dep,THY3SD,,,LTFM,,,,2026-07-18T10:24:50+00:00,2026-07-18T11:35:51+00:00,,,,,4bb056,,,no_schedule_match
2026-07-18,dep,PBD770,,,LTFM,,,,2026-07-18T10:27:42+00:00,2026-07-18T10:39:05+00:00,,,,,151e22,,,no_schedule_match
2026-07-18,dep,SVA258,,,LTFM,,,,2026-07-18T10:41:45+00:00,2026-07-18T12:28:40+00:00,,,,,717c83,,,no_schedule_match
2026-07-18,dep,THY8RC,,,LTFM,,,,2026-07-18T10:58:38+00:00,2026-07-18T11:25:33+00:00,,,,,4baa0d,,,no_schedule_match
2026-07-18,dep,THY8YF,,,LTFM,,,,2026-07-18T11:00:37+00:00,2026-07-18T11:26:53+00:00,,,,,4ba9b0,,,no_schedule_match
2026-07-18,dep,THY1MA,,,LTFM,LTBM,,,2026-07-18T11:01:19+00:00,2026-07-18T11:41:19+00:00,,,,,4ba9a9,,,no_schedule_match
2026-07-18,dep,THY79K,,,LTFM,,,,2026-07-18T11:05:01+00:00,2026-07-18T18:17:36+00:00,,,,,4bb0f4,,,no_schedule_match
2026-07-18,dep,THY4TN,,,LTFM,,,,2026-07-18T11:11:51+00:00,2026-07-18T18:21:18+00:00,,,,,4ba91a,,,no_schedule_match
2026-07-18,dep,THY6AV,,,LTFM,,,,2026-07-18T11:12:24+00:00,2026-07-18T11:36:49+00:00,,,,,4baaca,,,no_schedule_match
2026-07-18,dep,THY8SW,,,LTFM,,,,2026-07-18T11:14:35+00:00,2026-07-18T11:38:21+00:00,,,,,4baacb,,,no_schedule_match
2026-07-18,dep,THY3RP,,,LTFM,LTAE,,,2026-07-18T11:23:52+00:00,2026-07-18T11:52:48+00:00,,,,,4ba99a,,,no_schedule_match
2026-07-18,dep,THY7YR,,,LTFM,LTAE,,,2026-07-18T11:25:47+00:00,2026-07-18T11:55:24+00:00,,,,,4baa65,,,no_schedule_match
2026-07-18,dep,THY3AH,,,LTFM,,,,2026-07-18T11:27:28+00:00,2026-07-18T12:37:50+00:00,,,,,4baa99,,,no_schedule_match
2026-07-18,dep,THY9ZN,,,LTFM,,,,2026-07-18T11:29:57+00:00,2026-07-18T12:00:21+00:00,,,,,4baad2,,,no_schedule_match
2026-07-18,dep,FDX21,,,LTFM,LBSL,,,2026-07-18T11:35:08+00:00,2026-07-18T11:56:24+00:00,,,,,abb6b5,,,no_schedule_match
2026-07-18,dep,MSR738,,,LTFM,HE32,,,2026-07-18T11:41:05+00:00,2026-07-18T13:10:15+00:00,,,,,010205,,,no_schedule_match
2026-07-18,dep,THY126,,,LTFM,HE38,,,2026-07-18T11:47:57+00:00,2026-07-18T13:28:49+00:00,,,,,4bab2e,,,no_schedule_match
2026-07-18,dep,THY4EB,,,LTFM,LTAE,,,2026-07-18T11:55:54+00:00,2026-07-18T12:25:00+00:00,,,,,4bb044,,,no_schedule_match
2026-07-18,dep,THY1VR,,,LTFM,XUBS,,,2026-07-18T12:00:03+00:00,2026-07-18T14:35:04+00:00,,,,,4ba9cf,,,no_schedule_match
2026-07-18,dep,LWA103,,,LTFM,,,,2026-07-18T12:22:46+00:00,2026-07-18T15:05:53+00:00,,,,,018090,,,no_schedule_match
2026-07-18,dep,THY8DH,,,LTFM,LTAE,,,2026-07-18T12:29:44+00:00,2026-07-18T12:59:20+00:00,,,,,4bab21,,,no_schedule_match
2026-07-18,dep,THY4XH,,,LTFM,,,,2026-07-18T12:30:56+00:00,2026-07-18T12:55:32+00:00,,,,,4ba90c,,,no_schedule_match
2026-07-18,dep,THY5EC,,,LTFM,DAAX,,,2026-07-18T12:33:23+00:00,2026-07-18T15:33:19+00:00,,,,,4bb075,,,no_schedule_match
2026-07-18,dep,THY7LS,,,LTFM,LTAE,,,2026-07-18T12:43:06+00:00,2026-07-18T13:10:27+00:00,,,,,4baacf,,,no_schedule_match
2026-07-18,dep,THY2LD,,,LTFM,,,,2026-07-18T12:48:45+00:00,2026-07-18T18:21:18+00:00,,,,,4ba94b,,,no_schedule_match
2026-07-18,dep,MNE401,,,LTFM,LAKU,,,2026-07-18T12:51:58+00:00,2026-07-18T13:52:19+00:00,,,,,516097,,,no_schedule_match
2026-07-18,dep,THY722,,,LTFM,,,,2026-07-18T12:56:11+00:00,2026-07-18T18:21:18+00:00,,,,,4ba9c3,,,no_schedule_match
2026-07-18,dep,THY3LA,,,LTFM,LTAB,,,2026-07-18T12:59:05+00:00,2026-07-18T13:28:25+00:00,,,,,4ba996,,,no_schedule_match
2026-07-18,dep,THY663,,,LTFM,,,,2026-07-18T13:04:57+00:00,2026-07-18T15:18:48+00:00,,,,,4baa8f,,,no_schedule_match
2026-07-18,dep,MNS517,,,LTFM,,,,2026-07-18T13:11:22+00:00,2026-07-18T14:24:47+00:00,,,,,46c28d,,,no_schedule_match
2026-07-18,dep,THY124,,,LTFM,,,,2026-07-18T13:12:07+00:00,2026-07-18T18:21:18+00:00,,,,,4bb181,,,no_schedule_match
2026-07-18,dep,THY58,,,LTFM,,,,2026-07-18T13:14:22+00:00,2026-07-18T18:21:18+00:00,,,,,4bb1a5,,,no_schedule_match
2026-07-18,dep,THY2PX,,,LTFM,,,,2026-07-18T13:16:19+00:00,2026-07-18T13:41:02+00:00,,,,,4bab28,,,no_schedule_match
2026-07-18,dep,THY1NE,,,LTFM,,,,2026-07-18T13:19:23+00:00,2026-07-18T13:42:12+00:00,,,,,4ba999,,,no_schedule_match
2026-07-18,dep,THY170,,,LTFM,,,,2026-07-18T13:25:23+00:00,2026-07-18T18:21:18+00:00,,,,,4bb1a2,,,no_schedule_match
2026-07-18,dep,THY2TL,,,LTFM,UB14,,,2026-07-18T13:28:24+00:00,2026-07-18T15:21:22+00:00,,,,,4ba90f,,,no_schedule_match
2026-07-18,dep,THY5CL,,,LTFM,LTAD,,,2026-07-18T13:33:50+00:00,2026-07-18T14:02:31+00:00,,,,,4baa0b,,,no_schedule_match
2026-07-18,dep,THY4VB,,,LTFM,LTBM,,,2026-07-18T13:35:56+00:00,2026-07-18T14:14:01+00:00,,,,,4bb27a,,,no_schedule_match
2026-07-18,dep,THY6QX,,,LTFM,LTAE,,,2026-07-18T13:37:06+00:00,2026-07-18T14:05:23+00:00,,,,,4ba90e,,,no_schedule_match
2026-07-18,dep,THY174,,,LTFM,,,,2026-07-18T13:41:14+00:00,2026-07-18T18:21:18+00:00,,,,,4bb0f9,,,no_schedule_match
2026-07-18,dep,THY1VX,,,LTFM,LTAC,,,2026-07-18T13:44:02+00:00,2026-07-18T14:16:08+00:00,,,,,4ba994,,,no_schedule_match
2026-07-18,dep,THY5RA,,,LTFM,LTCD,,,2026-07-18T13:46:04+00:00,2026-07-18T14:52:38+00:00,,,,,4baa90,,,no_schedule_match
2026-07-18,dep,THY2QC,,,LTFM,,,,2026-07-18T13:49:40+00:00,2026-07-18T14:01:07+00:00,,,,,4baad6,,,no_schedule_match
2026-07-18,dep,THA901,,,LTFM,,,,2026-07-18T13:54:16+00:00,2026-07-18T18:17:29+00:00,,,,,88510b,,,no_schedule_match
2026-07-18,dep,THY81D,,,LTFM,,,,2026-07-18T14:04:10+00:00,2026-07-18T18:19:03+00:00,,,,,4ba9e5,,,no_schedule_match
2026-07-18,dep,THY9RK,,,LTFM,LAKU,,,2026-07-18T14:04:26+00:00,2026-07-18T15:03:23+00:00,,,,,4baa12,,,no_schedule_match
2026-07-18,dep,THY2ZT,,,LTFM,LTAB,,,2026-07-18T14:06:47+00:00,2026-07-18T14:37:40+00:00,,,,,4baac8,,,no_schedule_match
2026-07-18,dep,THY3ED,,,LTFM,LKPR,,,2026-07-18T14:08:30+00:00,2026-07-18T16:13:13+00:00,,,,,4bb20e,,,no_schedule_match
2026-07-18,dep,THY1SN,,,LTFM,,,,2026-07-18T14:21:38+00:00,2026-07-18T14:45:19+00:00,,,,,4bb26f,,,no_schedule_match
2026-07-18,dep,UAE6FJ,,,LTFM,,,,2026-07-18T14:40:50+00:00,2026-07-18T18:19:29+00:00,,,,,8960ec,,,no_schedule_match
2026-07-18,dep,THY7ZH,,,LTFM,LTAB,,,2026-07-18T14:43:41+00:00,2026-07-18T15:11:03+00:00,,,,,4baac7,,,no_schedule_match
2026-07-18,dep,THY6XN,,,LTFM,LTAE,,,2026-07-18T14:44:16+00:00,2026-07-18T15:11:21+00:00,,,,,4baa8e,,,no_schedule_match
2026-07-18,dep,THY2MB,,,LTFM,,,,2026-07-18T14:46:05+00:00,2026-07-18T18:17:11+00:00,,,,,4ba9a8,,,no_schedule_match
2026-07-18,dep,THY7JA,,,LTFM,LTAE,,,2026-07-18T14:47:33+00:00,2026-07-18T15:15:56+00:00,,,,,4baad0,,,no_schedule_match
2026-07-18,dep,THY9EH,,,LTFM,,,,2026-07-18T14:50:41+00:00,2026-07-18T15:31:07+00:00,,,,,4baa86,,,no_schedule_match
2026-07-18,dep,THY87R,,,LTFM,LTAR,,,2026-07-18T14:54:06+00:00,2026-07-18T15:49:08+00:00,,,,,4baa96,,,no_schedule_match
2026-07-18,dep,THY1GJ,,,LTFM,,,,2026-07-18T14:56:58+00:00,2026-07-18T18:21:18+00:00,,,,,4bb18e,,,no_schedule_match
2026-07-18,dep,THY1YS,,,LTFM,,,,2026-07-18T15:12:06+00:00,2026-07-18T15:33:40+00:00,,,,,4bab45,,,no_schedule_match
2026-07-18,dep,THY1QB,,,LTFM,LTDA,,,2026-07-18T15:20:45+00:00,2026-07-18T16:27:04+00:00,,,,,4baac4,,,no_schedule_match
2026-07-18,dep,DLH1301,,,LTFM,,,,2026-07-18T15:28:11+00:00,2026-07-18T18:21:17+00:00,,,,,3c6757,,,no_schedule_match
2026-07-18,dep,THY4TL,,,LTFM,,,,2026-07-18T15:39:46+00:00,2026-07-18T18:07:46+00:00,,,,,4bb055,,,no_schedule_match
2026-07-18,dep,RAM911T,,,LTFM,,,,2026-07-18T15:43:28+00:00,2026-07-18T18:21:17+00:00,,,,,02013e,,,no_schedule_match
2026-07-18,dep,THY1TE,,,LTFM,LTAC,,,2026-07-18T15:45:23+00:00,2026-07-18T16:17:08+00:00,,,,,4baa0e,,,no_schedule_match
2026-07-18,dep,THY9HW,,,LTFM,,,,2026-07-18T15:59:16+00:00,2026-07-18T16:39:13+00:00,,,,,4baa43,,,no_schedule_match
2026-07-18,dep,THY6469,,,LTFM,,,,2026-07-18T16:10:07+00:00,2026-07-18T18:21:18+00:00,,,,,4bb15a,,,no_schedule_match
2026-07-18,dep,THY11,,,LTFM,,,,2026-07-18T16:17:11+00:00,2026-07-18T18:21:17+00:00,,,,,4bb147,,,no_schedule_match
2026-07-18,dep,THY1SQ,,,LTFM,,,,2026-07-18T16:18:25+00:00,2026-07-18T18:21:18+00:00,,,,,4bb245,,,no_schedule_match
2026-07-18,dep,THY5TN,,,LTFM,,,,2026-07-18T16:19:21+00:00,2026-07-18T18:21:18+00:00,,,,,4baac6,,,no_schedule_match
2026-07-18,dep,MNB610,,,LTFM,,,,2026-07-18T16:24:31+00:00,2026-07-18T18:21:18+00:00,,,,,4bb470,,,no_schedule_match
2026-07-18,dep,THY6CN,,,LTFM,,,,2026-07-18T16:25:16+00:00,2026-07-18T18:21:18+00:00,,,,,4baa64,,,no_schedule_match
2026-07-18,dep,THY9PG,,,LTFM,,,,2026-07-18T16:28:11+00:00,2026-07-18T18:21:18+00:00,,,,,4bb1e6,,,no_schedule_match
2026-07-18,dep,THY1DY,,,LTFM,,,,2026-07-18T16:31:11+00:00,2026-07-18T18:21:17+00:00,,,,,4ba9c8,,,no_schedule_match
2026-07-18,dep,THY2AV,,,LTFM,,,,2026-07-18T16:32:42+00:00,2026-07-18T18:21:17+00:00,,,,,4ba9eb,,,no_schedule_match
2026-07-18,dep,THY31M,,,LTFM,,,,2026-07-18T16:35:17+00:00,2026-07-18T18:16:53+00:00,,,,,4bb06c,,,no_schedule_match
2026-07-18,dep,THY1EF,,,LTFM,,,,2026-07-18T16:37:00+00:00,2026-07-18T18:21:17+00:00,,,,,4bb263,,,no_schedule_match
2026-07-18,dep,AHY176,,,LTFM,,,,2026-07-18T16:39:38+00:00,2026-07-18T18:21:18+00:00,,,,,503d79,,,no_schedule_match
2026-07-18,dep,THY50K,,,LTFM,,,,2026-07-18T16:41:20+00:00,2026-07-18T18:20:15+00:00,,,,,4bb070,,,no_schedule_match
