date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,avs_delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags,reason
2026-07-23,dep,THY9GV,,,LTFM,,,,2026-07-23T16:55:45+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb268,,,no_schedule_match
2026-07-23,dep,THY7DB,,,LTFM,,,,2026-07-23T16:58:34+00:00,2026-07-23T18:45:25+00:00,,,,,,4ba912,,,no_schedule_match
2026-07-23,dep,THY1949,,,LTFM,,,,2026-07-23T17:00:29+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb266,,,no_schedule_match
2026-07-23,dep,THY4CW,,,LTFM,,,,2026-07-23T17:01:37+00:00,2026-07-23T18:45:24+00:00,,,,,,4baa55,,,no_schedule_match
2026-07-23,dep,THY11,,,LTFM,,,,2026-07-23T17:07:10+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba946,,,no_schedule_match
2026-07-23,dep,SVR774,,,LTFM,,,,2026-07-23T17:11:09+00:00,2026-07-23T18:28:49+00:00,,,,,,152058,,,no_schedule_match
2026-07-23,dep,THY8WM,,,LTFM,,,,2026-07-23T17:11:27+00:00,2026-07-23T18:45:25+00:00,,,,,,4bb1a3,,,no_schedule_match
2026-07-23,dep,STW083,,,LTFM,,,,2026-07-23T17:15:18+00:00,2026-07-23T18:45:25+00:00,,,,,,4b9e4a,,,no_schedule_match
2026-07-23,dep,THY20F,,,LTFM,,,,2026-07-23T17:20:40+00:00,2026-07-23T18:45:25+00:00,,,,,,4baac1,,,no_schedule_match
2026-07-23,dep,BAW719,,,LTFM,,,,2026-07-23T17:24:09+00:00,2026-07-23T18:45:24+00:00,,,,,,4081bc,,,no_schedule_match
2026-07-23,dep,WUK75,,,LTFM,,,,2026-07-23T17:30:32+00:00,2026-07-23T18:45:25+00:00,,,,,,407fea,,,no_schedule_match
2026-07-23,dep,THY350,,,LTFM,,,,2026-07-23T17:32:15+00:00,2026-07-23T18:44:14+00:00,,,,,,4ba9d3,,,no_schedule_match
2026-07-23,dep,THY70G,,,LTFM,,,,2026-07-23T17:36:08+00:00,2026-07-23T18:45:25+00:00,,,,,,4bb26a,,,no_schedule_match
2026-07-23,dep,THY5CR,,,LTFM,,,,2026-07-23T17:36:14+00:00,2026-07-23T18:45:25+00:00,,,,,,4bb270,,,no_schedule_match
2026-07-23,dep,THY215,,,LTFM,,,,2026-07-23T17:44:32+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb0f5,,,no_schedule_match
2026-07-23,dep,MEA268,,,LTFM,,,,2026-07-23T17:45:30+00:00,2026-07-23T18:45:25+00:00,,,,,,5001dc,,,no_schedule_match
2026-07-23,dep,THY1GS,,,LTFM,,,,2026-07-23T17:46:07+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba913,,,no_schedule_match
2026-07-23,dep,THY6US,,,LTFM,,,,2026-07-23T17:46:22+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb28c,,,no_schedule_match
2026-07-23,dep,THY3705,,,LTFM,,,,2026-07-23T17:46:22+00:00,2026-07-23T18:45:23+00:00,,,,,,4baad0,,,no_schedule_match
2026-07-23,dep,THY140,,,LTFM,,,,2026-07-23T17:50:05+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb1e4,,,no_schedule_match
2026-07-23,dep,THY4HA,,,LTFM,,,,2026-07-23T17:51:36+00:00,2026-07-23T18:45:24+00:00,,,,,,4baa52,,,no_schedule_match
2026-07-23,dep,THY8XH,,,LTFM,,,,2026-07-23T17:51:51+00:00,2026-07-23T18:45:25+00:00,,,,,,4bb203,,,no_schedule_match
2026-07-23,dep,THY094,,,LTFM,,,,2026-07-23T17:52:44+00:00,2026-07-23T18:45:24+00:00,,,,,,4bb26b,,,no_schedule_match
2026-07-23,dep,FJR301,,,LTFM,,,,2026-07-23T17:55:39+00:00,2026-07-23T18:45:24+00:00,,,,,,744de2,,,no_schedule_match
2026-07-23,dep,THY5RD,,,LTFM,,,,2026-07-23T18:03:23+00:00,2026-07-23T18:45:24+00:00,,,,,,4baa87,,,no_schedule_match
2026-07-23,dep,THY2ES,,,LTFM,,,,2026-07-23T18:10:05+00:00,2026-07-23T18:45:25+00:00,,,,,,4ba90c,,,no_schedule_match
2026-07-23,dep,THY738,,,LTFM,,,,2026-07-23T18:10:06+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba9e1,,,no_schedule_match
2026-07-23,dep,THY51Q,,,LTFM,,,,2026-07-23T18:11:35+00:00,2026-07-23T18:40:22+00:00,,,,,,4ba9cd,,,no_schedule_match
2026-07-23,dep,THY4PT,,,LTFM,,,,2026-07-23T18:18:25+00:00,2026-07-23T18:42:43+00:00,,,,,,4bb04d,,,no_schedule_match
2026-07-23,dep,THY7LA,,,LTFM,,,,2026-07-23T18:18:32+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba9c3,,,no_schedule_match
2026-07-23,dep,AEE995,,,LTFM,,,,2026-07-23T18:19:10+00:00,2026-07-23T18:45:25+00:00,,,,,,46b821,,,no_schedule_match
2026-07-23,dep,THY8VC,,,LTFM,,,,2026-07-23T18:20:38+00:00,2026-07-23T18:45:23+00:00,,,,,,4baaca,,,no_schedule_match
2026-07-23,dep,THY7KT,,,LTFM,,,,2026-07-23T18:21:57+00:00,2026-07-23T18:45:21+00:00,,,,,,4ba9ea,,,no_schedule_match
2026-07-23,dep,THY1DU,,,LTFM,,,,2026-07-23T18:24:20+00:00,2026-07-23T18:45:25+00:00,,,,,,4baa09,,,no_schedule_match
2026-07-23,dep,THY2TY,,,LTFM,,,,2026-07-23T18:27:48+00:00,2026-07-23T18:45:24+00:00,,,,,,4baa0d,,,no_schedule_match
2026-07-23,dep,THY4FB,,,LTFM,,,,2026-07-23T18:29:17+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba90e,,,no_schedule_match
2026-07-23,dep,THY136,,,LTFM,,,,2026-07-23T18:30:24+00:00,2026-07-23T18:45:25+00:00,,,,,,4bb265,,,no_schedule_match
2026-07-23,dep,THY3DK,,,LTFM,,,,2026-07-23T18:33:07+00:00,2026-07-23T18:45:24+00:00,,,,,,4baa79,,,no_schedule_match
2026-07-23,dep,THY822,,,LTFM,,,,2026-07-23T18:40:40+00:00,2026-07-23T18:45:24+00:00,,,,,,4ba930,,,no_schedule_match
2026-07-23,dep,THY6444,TK6444,Turkish Airlines,LTFM,ORBI,2026-07-23T01:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,TVF3411,TO3411,Transavia France,LTFM,LFPO,2026-07-23T01:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6403,TK6403,Turkish Airlines,LTFM,EDDF,2026-07-23T00:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,TVF3415,TO3415,Transavia France,LTFM,LFPO,2026-07-23T00:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,MSR746,MS746,Egyptair,LTFM,HECA,2026-07-23T00:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY1220,TK1220,Turkish Airlines,LTFM,EDDB,2026-07-23T00:45:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,DLH1743,LH1743,Lufthansa,LTFM,EDDM,2026-07-23T00:45:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,,,empty,LTFM,HLLM,2026-07-23T00:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,GEC8461,GEC8461,Lufthansa Cargo,LTFM,EDDF,2026-07-23T00:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,IRB,B9,Iran Airtour,LTFM,OIIE,2026-07-22T22:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY510,TK510,Turkish Airlines,LTFM,HSPN,2026-07-22T23:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,DAH3021,AH3021,Air Algerie,LTFM,DABB,2026-07-22T23:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY86,TK86,Turkish Airlines,LTFM,RJBB,2026-07-22T23:25:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY407,TK407,Turkish Airlines,LTFM,UUWW,2026-07-22T23:20:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY429,TK429,Turkish Airlines,LTFM,UWKD,2026-07-22T23:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY160,TK160,Turkish Airlines,LTFM,FIMP,2026-07-22T23:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY84,TK84,Turkish Airlines,LTFM,RPLL,2026-07-22T23:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY310,TK310,Turkish Airlines,LTFM,WADD,2026-07-22T23:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY164,TK164,Turkish Airlines,LTFM,VVNB,2026-07-22T23:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,RJA861,RJ861,Royal Jordanian,LTFM,OJAI,2026-07-22T23:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,IRZ,,Saha Airlines,LTFM,OIIE,2026-07-22T21:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,JAV272,R5272,Jordan Aviation,LTFM,OJAI,2026-07-22T21:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY300,TK300,Turkish Airlines,LTFM,RJAA,2026-07-22T23:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY198,TK198,Turkish Airlines,LTFM,RJTT,2026-07-22T23:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,AZG1224,7L1224,Silk Way West Airlines,LTFM,UBBB,2026-07-22T23:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2440,TK2440,Turkish Airlines,LTFM,LTAI,2026-07-22T23:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2354,TK2354,Turkish Airlines,LTFM,LTBJ,2026-07-22T23:00:00+00:00,,,,,,scheduled,,G7A,,,,no_opensky_match
2026-07-23,dep,THY2192,TK2192,Turkish Airlines,LTFM,LTAC,2026-07-22T23:00:00+00:00,,,,,,scheduled,,G10A,,,,no_opensky_match
2026-07-23,dep,THY814,TK814,Turkish Airlines,LTFM,OJAI,2026-07-22T23:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY732,TK732,Turkish Airlines,LTFM,VCBI,2026-07-22T23:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY68,TK68,Turkish Airlines,LTFM,VTBS,2026-07-22T23:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2528,TK2528,Turkish Airlines,LTFM,LTFE,2026-07-22T22:55:00+00:00,,,,,,scheduled,,G5B,,,,no_opensky_match
2026-07-23,dep,THY2480,TK2480,Turkish Airlines,LTFM,LTDB,2026-07-22T22:55:00+00:00,,,,,,scheduled,,G7B,,,,no_opensky_match
2026-07-23,dep,THY2042,TK2042,Turkish Airlines,LTFM,LTAN,2026-07-22T22:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY692,TK692,Turkish Airlines,LTFM,HECA,2026-07-22T22:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY646,TK646,Turkish Airlines,LTFM,HCMM,2026-07-22T22:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY54,TK54,Turkish Airlines,LTFM,WSSS,2026-07-22T22:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2232,TK2232,Turkish Airlines,LTFM,LTAU,2026-07-22T22:50:00+00:00,,,,,,scheduled,,G4B,,,,no_opensky_match
2026-07-23,dep,THY376,TK376,Turkish Airlines,LTFM,UGTB,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY181,TK181,Turkish Airlines,LTFM,MMMX,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY162,TK162,Turkish Airlines,LTFM,VVTS,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY157,TK157,Turkish Airlines,LTFM,KMIA,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY90,TK90,Turkish Airlines,LTFM,RKSI,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,FDB756,FZ756,flydubai,LTFM,OMDB,2026-07-22T22:50:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY56,TK56,Turkish Airlines,LTFM,WIII,2026-07-22T22:45:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY44,TK44,Turkish Airlines,LTFM,FACT,2026-07-22T22:45:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2240,TK2240,Turkish Airlines,LTFM,LTAJ,2026-07-22T22:40:00+00:00,,,,,,scheduled,,G8A,,,,no_opensky_match
2026-07-23,dep,THY1841,TK1841,Turkish Airlines,LTFM,LGAV,2026-07-22T22:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY88,TK88,Turkish Airlines,LTFM,ZBAA,2026-07-22T22:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY60,TK60,Turkish Airlines,LTFM,WMKK,2026-07-22T22:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6511,TK6511,Turkish Airlines,LTFM,EKCH,2026-07-22T22:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2818,TK2818,Turkish Airlines,LTFM,LTFH,2026-07-22T22:35:00+00:00,,,,,,scheduled,,G9A,,,,no_opensky_match
2026-07-23,dep,THY609,TK609,Turkish Airlines,LTFM,DGAA,2026-07-22T22:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY338,TK338,Turkish Airlines,LTFM,UBBB,2026-07-22T22:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY144,TK144,Turkish Airlines,LTFM,OERK,2026-07-22T22:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY38,TK38,Turkish Airlines,LTFM,FAOR,2026-07-22T22:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY762,TK762,Turkish Airlines,LTFM,OMDB,2026-07-22T22:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY70,TK70,Turkish Airlines,LTFM,VHHH,2026-07-22T22:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY26,TK26,Turkish Airlines,LTFM,ZSPD,2026-07-22T22:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY24,TK24,Turkish Airlines,LTFM,RCTP,2026-07-22T22:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY802,TK802,Turkish Airlines,LTFM,ORBI,2026-07-22T22:25:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY368,TK368,Turkish Airlines,LTFM,UZTT,2026-07-22T22:25:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY66,TK66,Turkish Airlines,LTFM,WADD,2026-07-22T22:20:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY72,TK72,Turkish Airlines,LTFM,ZGGG,2026-07-22T22:20:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY275,TK275,Turkish Airlines,LTFM,LUKK,2026-07-22T22:15:00+00:00,,,,,,scheduled,,A8A,,,,no_opensky_match
2026-07-23,dep,THY266,TK266,Turkish Airlines,LTFM,UZSB,2026-07-22T22:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY96,TK96,Turkish Airlines,LTFM,OEJN,2026-07-22T22:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY405,TK405,Turkish Airlines,LTFM,ULLI,2026-07-22T22:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY324,TK324,Turkish Airlines,LTFM,UTAA,2026-07-22T22:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY706,TK706,Turkish Airlines,LTFM,OAKB,2026-07-22T22:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY419,TK419,Turkish Airlines,LTFM,UUWW,2026-07-22T22:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY501,TK501,Turkish Airlines,LTFM,GOBD,2026-07-22T22:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY356,TK356,Turkish Airlines,LTFM,UACC,2026-07-22T22:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY111,TK111,Turkish Airlines,LTFM,KJFK,2026-07-22T22:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2612,TK2612,Turkish Airlines,LTFM,LTCC,2026-07-22T21:55:00+00:00,,,,,,scheduled,,G6B,,,,no_opensky_match
2026-07-23,dep,THY98,TK98,Turkish Airlines,LTFM,OEMA,2026-07-22T21:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY344,TK344,Turkish Airlines,LTFM,UCFM,2026-07-22T21:45:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY828,TK828,Turkish Airlines,LTFM,OLBA,2026-07-22T21:40:00+00:00,,,,,,scheduled,,A1F,,,,no_opensky_match
2026-07-23,dep,THY744,TK744,Turkish Airlines,LTFM,OPLA,2026-07-22T21:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY352,TK352,Turkish Airlines,LTFM,UAAA,2026-07-22T21:40:00+00:00,,,,,,scheduled,,A1G,,,,no_opensky_match
2026-07-23,dep,AZG1402,7L1402,Silk Way West Airlines,LTFM,UBBB,2026-07-22T21:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2704,TK2704,Turkish Airlines,LTFM,LTCE,2026-07-23T03:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2454,TK2454,Turkish Airlines,LTFM,LTDB,2026-07-23T03:05:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2816,TK2816,Turkish Airlines,LTFM,LTCG,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2692,TK2692,Turkish Airlines,LTFM,LTCK,2026-07-23T03:00:00+00:00,,,,,,scheduled,,G1H,,,,no_opensky_match
2026-07-23,dep,THY2630,TK2630,Turkish Airlines,LTFM,LTAT,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2642,TK2642,Turkish Airlines,LTFM,LTCA,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2602,TK2602,Turkish Airlines,LTFM,LTCC,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY2116,TK2116,Turkish Airlines,LTFM,LTAC,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,KLM1958,KL1958,KLM,LTFM,EHAM,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,UZB282,HY282,Uzbekistan Airways,LTFM,UZTT,2026-07-23T03:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6441,TK6441,Turkish Airlines,LTFM,EBBR,2026-07-23T02:55:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,DLH1305,LH1305,Lufthansa,LTFM,EDDF,2026-07-23T02:40:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6316,TK6316,Turkish Airlines,LTFM,OJAI,2026-07-23T02:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,IAW254,IA254,Iraqi Airways,LTFM,ORKK,2026-07-23T02:15:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6967,TK6967,Turkish Airlines,LTFM,LTBA,2026-07-22T22:30:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY,TK,Turkish Airlines,LTFM,OLBA,2026-07-22T22:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6596,TK6596,Turkish Airlines,LTFM,UZTT,2026-07-23T02:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6409,TK6409,Turkish Airlines,LTFM,EHAM,2026-07-23T02:00:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,AEE999,A3999,Aegean Airlines,LTFM,LGAV,2026-07-23T01:35:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,ASL427,JU427,AirSERBIA,LTFM,LYBE,2026-07-23T01:25:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,AFR1391,AF1391,Air France,LTFM,LFPG,2026-07-23T01:25:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY848,TK848,Turkish Airlines,LTFM,OSDI,2026-07-23T01:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,THY6246,TK6246,Turkish Airlines,LTFM,RCTP,2026-07-22T21:20:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
2026-07-23,dep,MNB600,MB600,MNG Airlines,LTFM,EDDK,2026-07-22T21:10:00+00:00,,,,,,scheduled,,,,,,no_opensky_match
