time_utc,raw
2026-07-20T05:20:00+00:00,METAR LTFM 200520Z 08008KT 020V120 9999 FEW022 25/19 Q1015 NOSIG RMK RWY17L 08007KT RWY34L 06006KT 030V100 RWY16R 07007KT 030V090 RWY36 06007KT 020V100 RWY18 08006KT
2026-07-20T05:50:00+00:00,METAR LTFM 200550Z 05008KT 020V080 9999 FEW022 26/19 Q1015 NOSIG RMK RWY17L 06007KT 010V120 RWY34L 08007KT 040V100 RWY16R 09007KT 040V130 RWY36 08006KT 050V110 RWY18 10007KT 060V120
2026-07-20T06:20:00+00:00,METAR LTFM 200620Z 07008KT 9999 FEW022 26/19 Q1015 NOSIG RMK RWY17L 08008KT 040V110 RWY34L 08008KT 050V110 RWY16R 08008KT 040V100 RWY36 09007KT RWY18 11008KT
2026-07-20T06:50:00+00:00,METAR LTFM 200650Z 09007KT 040V130 9999 FEW022 26/18 Q1015 NOSIG RMK RWY17L 07008KT 030V100 RWY34L 06007KT 010V090 RWY16R 08007KT 010V130 RWY36 07008KT 360V090 RWY18 10008KT 050V150
2026-07-20T07:20:00+00:00,METAR LTFM 200720Z 05009KT 010V070 9999 FEW022 27/18 Q1015 NOSIG RMK RWY17L 07008KT 020V100 RWY34L 07007KT 030V110 RWY16R 06007KT 010V120 RWY36 07008KT 010V130 RWY18 07008KT 030V110
2026-07-20T07:50:00+00:00,METAR LTFM 200750Z 06009KT 020V080 9999 FEW022 27/18 Q1015 NOSIG RMK RWY17L 08008KT 050V110 RWY34L 04008KT 350V090 RWY16R 07008KT 010V110 RWY36 05010KT 010V080 RWY18 06010KT
2026-07-20T08:20:00+00:00,METAR LTFM 200820Z 06008KT 010V090 CAVOK 26/18 Q1015 NOSIG RMK RWY17L 07009KT 020V100 RWY34L 04008KT 340V090 RWY16R 06009KT 010V090 RWY36 05010KT 010V090 RWY18 06011KT
2026-07-20T08:50:00+00:00,METAR LTFM 200850Z 06009KT 360V120 CAVOK 27/17 Q1015 NOSIG RMK RWY17L 07008KT 020V090 RWY34L 06008KT 010V110 RWY16R 03009KT 360V090 RWY36 06009KT 010V090 RWY18 06010KT
2026-07-20T09:20:00+00:00,METAR LTFM 200920Z 05009KT 360V110 CAVOK 28/17 Q1015 NOSIG RMK RWY17L 06008KT 010V120 RWY34L 03007KT 340V080 RWY16R 06009KT 350V090 RWY36 06008KT 010V100 RWY18 07009KT 030V100
2026-07-20T09:50:00+00:00,METAR LTFM 200950Z 05010KT 020V080 CAVOK 27/17 Q1015 NOSIG RMK RWY17L 06009KT 020V100 RWY34L 02008KT 350V070 RWY16R 06008KT 010V090 RWY36 06009KT 020V100 RWY18 06010KT
2026-07-20T10:20:00+00:00,METAR LTFM 201020Z 06009KT 010V080 CAVOK 27/17 Q1015 NOSIG RMK RWY17L 06010KT 020V090 RWY34L 04009KT 360V080 RWY16R 05009KT 010V080 RWY36 06009KT 020V090 RWY18 06009KT 020V090
2026-07-20T10:50:00+00:00,METAR LTFM 201050Z 04011KT 360V070 CAVOK 27/17 Q1015 NOSIG RMK RWY17L 05010KT 360V090 RWY34L 03009KT 360V060 RWY16R 05009KT 010V070 RWY36 05011KT 010V080 RWY18 05010KT
2026-07-20T11:20:00+00:00,METAR LTFM 201120Z 05012KT 010V090 CAVOK 27/18 Q1015 NOSIG RMK RWY17L 04010KT 010V070 RWY34L 03010KT 360V060 RWY16R 04010KT 010V070 RWY36 04012KT 010V070 RWY18 05011KT 010V070
2026-07-20T11:50:00+00:00,METAR LTFM 201150Z 06012KT CAVOK 27/18 Q1015 NOSIG RMK RWY17L 04010KT 010V100 RWY34L 05010KT 010V070 RWY16R 06010KT 010V080 RWY36 05011KT RWY18 06010KT 020V100
2026-07-20T12:20:00+00:00,METAR LTFM 201220Z 05012KT 010V070 CAVOK 27/18 Q1015 NOSIG RMK RWY17L 05011KT RWY34L 04011KT 360V080 RWY16R 04010KT 360V080 RWY36 05013KT 010V080 RWY18 06010KT 020V090
2026-07-20T12:50:00+00:00,METAR LTFM 201250Z 06011KT 020V090 CAVOK 27/19 Q1015 NOSIG RMK RWY17L 06011KT 010V090 RWY34L 06010KT RWY16R 05011KT 020V090 RWY36 06012KT 010V080 RWY18 06011KT 020V090
2026-07-20T13:20:00+00:00,METAR LTFM 201320Z 05012KT 010V090 CAVOK 27/19 Q1015 NOSIG RMK RWY17L 06012KT 020V080 RWY34L 05010KT 020V080 RWY16R 06012KT RWY36 06012KT 020V090 RWY18 07011KT
2026-07-20T13:50:00+00:00,METAR LTFM 201350Z 07012KT 030V090 CAVOK 27/18 Q1015 NOSIG RMK RWY17L 06012KT 020V080 RWY34L 05011KT 020V080 RWY16R 06011KT RWY36 06012KT 030V090 RWY18 07012KT
2026-07-20T14:20:00+00:00,METAR LTFM 201420Z 06012KT CAVOK 27/18 Q1015 NOSIG RMK RWY17L 07012KT RWY34L 04011KT 010V070 RWY16R 07012KT RWY36 06013KT RWY18 07011KT 040V100
2026-07-20T14:50:00+00:00,METAR LTFM 201450Z 07012KT 030V090 CAVOK 27/19 Q1014 NOSIG RMK RWY17L 07012KT 040V100 RWY34L 06011KT 030V090 RWY16R 07011KT RWY36 07012KT 030V090 RWY18 06012KT
2026-07-20T15:20:00+00:00,METAR LTFM 201520Z 09012KT CAVOK 26/18 Q1014 NOSIG RMK RWY17L 07013KT RWY34L 07011KT RWY16R 08011KT RWY36 07012KT 030V100 RWY18 08012KT
2026-07-20T15:50:00+00:00,METAR LTFM 201550Z 08012KT CAVOK 26/18 Q1014 NOSIG RMK RWY17L 07013KT RWY34L 07011KT RWY16R 08011KT RWY36 07012KT RWY18 09012KT
2026-07-20T16:20:00+00:00,METAR LTFM 201620Z 07013KT 040V100 CAVOK 26/18 Q1014 NOSIG RMK RWY17L 08012KT RWY34L 07011KT RWY16R 08012KT RWY36 07011KT 030V090 RWY18 08011KT
2026-07-20T16:50:00+00:00,METAR LTFM 201650Z 07012KT 030V090 CAVOK 25/19 Q1014 NOSIG RMK RWY17L 08012KT RWY34L 07011KT RWY16R 08012KT RWY36 08012KT RWY18 09012KT
2026-07-20T17:20:00+00:00,METAR LTFM 201720Z 08011KT CAVOK 25/19 Q1014 NOSIG RMK RWY17L 08009KT RWY34L 08012KT RWY16R 09011KT RWY36 09008KT 040V100 RWY18 09010KT
2026-07-20T17:50:00+00:00,METAR LTFM 201750Z 07011KT CAVOK 25/19 Q1014 NOSIG RMK RWY17L 08008KT RWY34L 07012KT RWY16R 07009KT RWY36 07010KT RWY18 08009KT
2026-07-20T18:20:00+00:00,METAR LTFM 201820Z 08010KT CAVOK 25/19 Q1015 NOSIG RMK RWY17L 08010KT RWY34L 07010KT RWY16R 08010KT RWY36 07008KT RWY18 08009KT
2026-07-20T18:50:00+00:00,METAR LTFM 201850Z 07010KT CAVOK 25/19 Q1015 NOSIG RMK RWY17L 08008KT RWY34L 07011KT RWY16R 07010KT RWY36 07007KT RWY18 08009KT
2026-07-20T19:20:00+00:00,METAR LTFM 201920Z 08009KT CAVOK 24/19 Q1015 NOSIG RMK RWY17L 09008KT RWY34L 08010KT RWY16R 09009KT RWY36 09007KT 060V120 RWY18 09008KT
2026-07-20T19:50:00+00:00,METAR LTFM 201950Z 08008KT CAVOK 24/19 Q1015 NOSIG RMK RWY17L 08007KT RWY34L 07010KT RWY16R 08009KT RWY36 08007KT 030V110 RWY18 08008KT
