time_utc,raw
2026-07-23T10:50:00+00:00,METAR LTFM 231050Z 35017KT 310V010 9999 SCT027 24/13 Q1012 NOSIG RMK RWY17L 35017KT RWY34L 34017KT 310V010 RWY16R 34016KT RWY36 34017KT RWY18 35017KT
2026-07-23T11:20:00+00:00,METAR LTFM 231120Z 35017KT 9999 SCT027 23/14 Q1012 NOSIG RMK RWY17L 35016KT RWY34L 34018KT 300V010 RWY16R 34014KT 300V020 RWY36 35017KT 300V010 RWY18 35017KT
2026-07-23T11:50:00+00:00,METAR LTFM 231150Z 01016KT 320V020 9999 SCT027 23/14 Q1012 NOSIG RMK RWY17L 36014KT RWY34L 36016KT RWY16R 36014KT RWY36 36015KT RWY18 36014KT 330V030
2026-07-23T12:20:00+00:00,METAR LTFM 231220Z 35016KT 9999 BKN027 24/14 Q1012 NOSIG RMK RWY17L 35014KT RWY34L 35015KT RWY16R 35013KT RWY36 36014KT RWY18 35015KT 310V010
2026-07-23T12:50:00+00:00,METAR LTFM 231250Z 36015KT 320V020 9999 BKN027 23/14 Q1011 NOSIG RMK RWY17L 36015KT RWY34L 01015KT RWY16R 35014KT 310V020 RWY36 01016KT RWY18 36014KT
2026-07-23T13:20:00+00:00,METAR LTFM 231320Z 01015KT 9999 BKN025 23/15 Q1011 NOSIG RMK RWY17L 35014KT RWY34L 34014KT 310V010 RWY16R 34014KT RWY36 36014KT RWY18 01012KT
2026-07-23T13:50:00+00:00,METAR LTFM 231350Z 36015KT 320V020 9999 BKN025 24/14 Q1011 NOSIG RMK RWY17L 36013KT RWY34L 35015KT RWY16R 36013KT RWY36 36014KT RWY18 36013KT 330V030
2026-07-23T14:20:00+00:00,METAR LTFM 231420Z 01014KT 9999 SCT028 23/15 Q1011 NOSIG RMK RWY17L 36013KT 310V030 RWY34L 36013KT RWY16R 36013KT RWY36 36014KT RWY18 36012KT 330V030
2026-07-23T14:50:00+00:00,METAR LTFM 231450Z 02014KT 9999 SCT028 23/15 Q1011 NOSIG RMK RWY17L 01013KT RWY34L 36013KT 320V020 RWY16R 01012KT 330V030 RWY36 01014KT 330V030 RWY18 02012KT
2026-07-23T15:20:00+00:00,METAR LTFM 231520Z 02013KT 340V040 9999 SCT028 23/14 Q1011 NOSIG RMK RWY17L 01013KT RWY34L 01012KT 340V040 RWY16R 01012KT RWY36 01013KT RWY18 03011KT
2026-07-23T15:50:00+00:00,METAR LTFM 231550Z 02012KT 9999 SCT028 23/14 Q1011 NOSIG RMK RWY17L 01011KT RWY34L 36013KT RWY16R 02011KT RWY36 01013KT RWY18 02012KT
2026-07-23T16:20:00+00:00,METAR LTFM 231620Z 02012KT 9999 FEW030 23/14 Q1011 NOSIG
2026-07-23T16:50:00+00:00,METAR LTFM 231650Z 03011KT 9999 FEW030 23/15 Q1011 NOSIG
2026-07-23T17:20:00+00:00,METAR LTFM 231720Z 03011KT 9999 FEW032 22/15 Q1011 NOSIG
2026-07-23T17:50:00+00:00,METAR LTFM 231750Z 04009KT 9999 FEW032 22/15 Q1011 NOSIG
2026-07-23T18:20:00+00:00,METAR LTFM 231820Z 04009KT 9999 FEW032 22/15 Q1011 NOSIG
