date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,avs_delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags
2026-07-22,dep,THY1979,TK1979,Turkish Airlines,LTFM,EGLL,2026-07-22T04:50:00+00:00,2026-07-22T05:29:00+00:00,,,39,6,landed,,D8,,,unconfirmed_movement
2026-07-22,dep,THY1407,TK1407,Turkish Airlines,LTFM,EYVI,2026-07-22T04:50:00+00:00,2026-07-22T05:16:00+00:00,,,26,,landed,,B6B,,,unconfirmed_movement
2026-07-22,dep,THY1085,TK1085,Turkish Airlines,LTFM,LYPG,2026-07-22T04:50:00+00:00,2026-07-22T05:12:00+00:00,,,22,,landed,,B7B,,,unconfirmed_movement
2026-07-22,dep,THY1923,TK1923,Turkish Airlines,LTFM,LFSB,2026-07-22T04:40:00+00:00,2026-07-22T05:11:00+00:00,,,31,10,landed,,B7A,,,unconfirmed_movement
2026-07-22,dep,THY1803,TK1803,Turkish Airlines,LTFM,LFBO,2026-07-22T04:40:00+00:00,2026-07-22T05:05:00+00:00,,,25,4,landed,,F13A,,,unconfirmed_movement
2026-07-22,dep,THY1061,TK1061,Turkish Airlines,LTFM,LJLJ,2026-07-22T04:30:00+00:00,2026-07-22T04:48:00+00:00,,,18,,landed,,B1B,,,unconfirmed_movement
2026-07-22,dep,THY1071,TK1071,Turkish Airlines,LTFM,LBWN,2026-07-22T04:30:00+00:00,2026-07-22T04:48:00+00:00,,,18,,landed,,E2,,,unconfirmed_movement
2026-07-22,dep,THY1053,TK1053,Turkish Airlines,LTFM,LDZA,2026-07-22T04:30:00+00:00,2026-07-22T05:09:00+00:00,,,39,14,landed,,A4E,,,unconfirmed_movement
2026-07-22,dep,THY700,TK700,Turkish Airlines,LTFM,HESH,2026-07-22T04:30:00+00:00,2026-07-22T04:53:00+00:00,,,23,,landed,,B9B,,,unconfirmed_movement
2026-07-22,dep,AFL2171,SU2171,Aeroflot,LTFM,UUEE,2026-07-22T04:30:00+00:00,2026-07-22T04:52:00+00:00,,,22,,active,,A8B,,,unconfirmed_movement
2026-07-22,dep,THY6887,TK6887,Turkish Airlines,LTFM,UUWW,2026-07-22T04:25:00+00:00,2026-07-22T04:26:00+00:00,,,1,8,landed,,B12A,,,unconfirmed_movement
2026-07-22,dep,THY1843,TK1843,Turkish Airlines,LTFM,LGAV,2026-07-22T04:25:00+00:00,2026-07-22T04:48:00+00:00,,,23,,landed,,D17,,,unconfirmed_movement
2026-07-22,dep,THY1553,TK1553,Turkish Airlines,LTFM,EDDV,2026-07-22T04:25:00+00:00,2026-07-22T04:46:00+00:00,,,21,2,landed,,F5B,,,unconfirmed_movement
2026-07-22,dep,THY1021,TK1021,Turkish Airlines,LTFM,LQSA,2026-07-22T04:25:00+00:00,2026-07-22T05:04:00+00:00,,,39,8,active,,A4C,,,unconfirmed_movement
2026-07-22,dep,THY1003,TK1003,Turkish Airlines,LTFM,LWSK,2026-07-22T04:25:00+00:00,2026-07-22T04:55:00+00:00,,,30,5,landed,,B3A,,,unconfirmed_movement
2026-07-22,dep,THY1993,TK1993,Turkish Airlines,LTFM,EGCC,2026-07-22T04:20:00+00:00,2026-07-22T04:39:00+00:00,,,19,,landed,,B1A,,,unconfirmed_movement
2026-07-22,dep,THY1271,TK1271,Turkish Airlines,LTFM,EPKK,2026-07-22T04:20:00+00:00,2026-07-22T05:00:00+00:00,,,40,9,landed,,A4D,,,unconfirmed_movement
2026-07-22,dep,THY142,TK142,Turkish Airlines,LTFM,OERK,2026-07-22T04:20:00+00:00,2026-07-22T04:35:00+00:00,,,15,,landed,,A3B,,,unconfirmed_movement
