date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,avs_delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags
2026-07-22,dep,THY7AH,TK1265,Turkish Airlines,LTFM,EPWA,2026-07-22T04:40:00+00:00,2026-07-22T05:00:00+00:00,2026-07-22T05:02:08+00:00,2026-07-22T06:59:26+00:00,20,,landed,,B5B,4bb286,2,fuzzy_callsign_match
2026-07-22,dep,THY4VH,TK1721,Turkish Airlines,LTFM,EDDB,2026-07-22T04:30:00+00:00,2026-07-22T05:03:00+00:00,2026-07-22T05:05:08+00:00,2026-07-22T07:28:49+00:00,33,14,landed,,B10,4ba9e5,2,fuzzy_callsign_match
2026-07-22,dep,THY6VM,TK1907,Turkish Airlines,LTFM,LSZH,2026-07-22T04:30:00+00:00,2026-07-22T05:05:00+00:00,2026-07-22T05:06:30+00:00,2026-07-22T07:32:55+00:00,35,6,landed,,B17,4bb0e9,2,fuzzy_callsign_match
2026-07-22,dep,THY6DL,TK1981,Turkish Airlines,LTFM,EGKK,2026-07-22T04:55:00+00:00,2026-07-22T05:07:00+00:00,2026-07-22T05:09:06+00:00,2026-07-22T08:40:59+00:00,12,,landed,,F8B,4bb21a,2,fuzzy_callsign_match
2026-07-22,dep,THY1MJ,TK1241,Turkish Airlines,LTFM,EGSS,2026-07-22T04:50:00+00:00,2026-07-22T05:09:00+00:00,2026-07-22T05:10:58+00:00,2026-07-22T08:48:09+00:00,19,,landed,,A10B,4bb20d,2,fuzzy_callsign_match
2026-07-22,dep,THY7KF,TK1883,Turkish Airlines,LTFM,LOWW,2026-07-22T04:45:00+00:00,2026-07-22T05:11:00+00:00,2026-07-22T05:13:10+00:00,2026-07-22T07:10:54+00:00,26,6,landed,,C2,4bb201,2,fuzzy_callsign_match
2026-07-22,dep,THY2FB,TK1587,Turkish Airlines,LTFM,EDDF,2026-07-22T04:55:00+00:00,2026-07-22T05:13:00+00:00,2026-07-22T05:15:16+00:00,2026-07-22T07:45:14+00:00,18,,landed,,A9,4bb103,2,fuzzy_callsign_match
2026-07-22,dep,THY9EB,TK1321,Turkish Airlines,LTFM,LIPE,2026-07-22T04:50:00+00:00,2026-07-22T05:14:00+00:00,2026-07-22T05:15:32+00:00,2026-07-22T07:26:21+00:00,24,8,landed,,F12B,4bb20b,2,fuzzy_callsign_match
2026-07-22,dep,THY5AB,TK2504,Turkish Airlines,LTFM,LTFE,2026-07-22T05:10:00+00:00,2026-07-22T05:18:00+00:00,2026-07-22T05:19:10+00:00,2026-07-22T06:10:12+00:00,8,,landed,,G3E,4bb0e4,1,fuzzy_callsign_match
2026-07-22,dep,THY6EU,TK1701,Turkish Airlines,LTFM,EDDS,2026-07-22T04:50:00+00:00,2026-07-22T05:19:00+00:00,2026-07-22T05:21:55+00:00,2026-07-22T07:45:56+00:00,29,1,landed,,A7B,4baac1,3,fuzzy_callsign_match
2026-07-22,dep,THY8MT,TK179,Turkish Airlines,LTFM,KLAX,2026-07-22T05:00:00+00:00,2026-07-22T05:25:00+00:00,2026-07-22T05:27:02+00:00,2026-07-22T18:23:45+00:00,25,,landed,,D9,4bb1a6,2,fuzzy_callsign_match
2026-07-22,dep,THY69W,TK187,Turkish Airlines,LTFM,KIAD,2026-07-22T04:40:00+00:00,2026-07-22T05:38:00+00:00,2026-07-22T05:40:06+00:00,2026-07-22T16:22:59+00:00,58,48,landed,,D10,4bb190,2,fuzzy_callsign_match
2026-07-22,dep,THY1HM,TK2824,Turkish Airlines,LTFM,LTCG,2026-07-22T07:20:00+00:00,2026-07-22T07:24:00+00:00,2026-07-22T05:48:22+00:00,2026-07-22T07:01:07+00:00,4,,landed,,G7B,4baac3,-96,fuzzy_callsign_match
2026-07-22,dep,THY8HX,TK2412,Turkish Airlines,LTFM,LTAI,2026-07-22T06:40:00+00:00,2026-07-22T07:12:00+00:00,2026-07-22T05:52:06+00:00,2026-07-22T06:42:37+00:00,32,1,landed,,G4A,4ba952,-80,fuzzy_callsign_match
2026-07-22,dep,THY6TG,TK2506,Turkish Airlines,LTFM,LTFE,2026-07-22T06:50:00+00:00,2026-07-22T07:02:00+00:00,2026-07-22T07:03:51+00:00,2026-07-22T07:56:25+00:00,12,,landed,,G3G,4bb27a,2,fuzzy_callsign_match
2026-07-22,dep,THY3LK,TK1991,Turkish Airlines,LTFM,EGCC,2026-07-22T06:55:00+00:00,2026-07-22T07:03:00+00:00,2026-07-22T07:05:01+00:00,2026-07-22T10:48:57+00:00,8,,landed,,F7B,4bb210,2,fuzzy_callsign_match
2026-07-22,dep,THY4BQ,TK976,Turkish Airlines,LTFM,LCEN,2026-07-22T07:00:00+00:00,2026-07-22T07:07:00+00:00,2026-07-22T07:09:38+00:00,2026-07-22T08:20:29+00:00,7,,landed,,B8A,4baa0a,3,fuzzy_callsign_match
2026-07-22,dep,THY2XR,TK1729,Turkish Airlines,LTFM,EDDB,2026-07-22T07:05:00+00:00,2026-07-22T07:11:00+00:00,2026-07-22T07:12:53+00:00,2026-07-22T09:33:17+00:00,6,,landed,,A1E,4baa8f,2,fuzzy_callsign_match
2026-07-22,dep,THY5CJ,TK2414,Turkish Airlines,LTFM,LTAI,2026-07-22T07:40:00+00:00,2026-07-22T07:48:00+00:00,2026-07-22T07:14:11+00:00,2026-07-22T08:03:49+00:00,8,,landed,,G5B,4baa59,-34,fuzzy_callsign_match
2026-07-22,dep,THY6QL,TK1789,Turkish Airlines,LTFM,ESSA,2026-07-22T06:55:00+00:00,2026-07-22T07:13:00+00:00,2026-07-22T07:15:02+00:00,2026-07-22T10:20:04+00:00,18,,landed,,F5B,4bb287,2,fuzzy_callsign_match
2026-07-22,dep,THY1SX,TK1823,Turkish Airlines,LTFM,LFPG,2026-07-22T07:10:00+00:00,2026-07-22T07:19:00+00:00,2026-07-22T07:21:11+00:00,2026-07-22T10:27:54+00:00,9,,landed,,B15,4bb1e7,2,fuzzy_callsign_match
2026-07-22,dep,ROT262R,RO262,Tarom,LTFM,LROP,2026-07-22T07:15:00+00:00,2026-07-22T07:27:00+00:00,2026-07-22T07:29:07+00:00,2026-07-22T08:42:11+00:00,12,,landed,,A1D,4a068a,2,fuzzy_callsign_match
2026-07-22,dep,THY95M,TK2508,Turkish Airlines,LTFM,LTFE,2026-07-22T07:50:00+00:00,2026-07-22T07:59:00+00:00,2026-07-22T08:00:41+00:00,2026-07-22T08:50:13+00:00,9,,landed,,G9B,4bab48,2,fuzzy_callsign_match
2026-07-22,dep,THY6BZ,TK1957,Turkish Airlines,LTFM,EHAM,2026-07-22T07:45:00+00:00,2026-07-22T08:05:00+00:00,2026-07-22T08:07:11+00:00,2026-07-22T11:04:40+00:00,20,,landed,,B10,4ba9ce,2,fuzzy_callsign_match
2026-07-22,dep,THY1FC,TK,Turkish Airlines,LTFM,LTFE,2026-07-22T15:05:00+00:00,2026-07-22T15:29:00+00:00,2026-07-22T15:11:35+00:00,2026-07-22T16:00:58+00:00,24,,active,,,4bb185,-17,fuzzy_callsign_match
2026-07-22,dep,THY8KU,TK2438,Turkish Airlines,LTFM,LTAI,2026-07-22T20:55:00+00:00,2026-07-22T21:11:00+00:00,2026-07-22T18:00:15+00:00,2026-07-22T18:54:59+00:00,16,,landed,,G10B,4ba999,-191,actuals_disagree|fuzzy_callsign_match
2026-07-22,dep,THY804,TK804,Turkish Airlines,LTFM,ORER,2026-07-21T23:10:00+00:00,,,,,,cancelled,,,,,
2026-07-22,dep,THY1963,TK1963,Turkish Airlines,LTFM,EGKK,2026-07-22T08:05:00+00:00,2026-07-22T08:20:00+00:00,,,15,,landed,,F8B,,,unconfirmed_movement
2026-07-22,dep,THY2320,TK2320,Turkish Airlines,LTFM,LTBJ,2026-07-22T08:00:00+00:00,2026-07-22T08:09:00+00:00,,,9,2,landed,,G1G,,,unconfirmed_movement
2026-07-22,dep,THY2138,TK2138,Turkish Airlines,LTFM,LTAC,2026-07-22T08:00:00+00:00,2026-07-22T08:07:00+00:00,,,7,,landed,,G1F,,,unconfirmed_movement
2026-07-22,dep,THY2014,TK2014,Turkish Airlines,LTFM,LTAU,2026-07-22T08:00:00+00:00,2026-07-22T08:12:00+00:00,,,12,,landed,,G11A,,,unconfirmed_movement
2026-07-22,dep,THY1943,TK1943,Turkish Airlines,LTFM,EBBR,2026-07-22T07:55:00+00:00,2026-07-22T08:10:00+00:00,,,15,,landed,,F8A,,,unconfirmed_movement
2026-07-22,dep,THY1207,TK1207,Turkish Airlines,LTFM,LSZH,2026-07-22T07:35:00+00:00,2026-07-22T07:53:00+00:00,,,18,,landed,,B12A,,,unconfirmed_movement
2026-07-22,dep,VSV486,DV486,SCAT,LTFM,UAII,2026-07-22T07:30:00+00:00,2026-07-22T07:43:00+00:00,,,13,,landed,,E1,,,unconfirmed_movement
2026-07-22,dep,THY15,TK15,Turkish Airlines,LTFM,SBGR,2026-07-22T07:25:00+00:00,2026-07-22T07:46:00+00:00,,,21,47,active,,D13,,,unconfirmed_movement
2026-07-22,dep,UTA728,UT728,UTair,LTFM,URMG,2026-07-22T07:15:00+00:00,2026-07-22T07:59:00+00:00,,,44,18,scheduled,,B9B,,,unconfirmed_movement
2026-07-22,dep,THY2036,TK2036,Turkish Airlines,LTFM,LTAN,2026-07-22T07:15:00+00:00,2026-07-22T07:50:00+00:00,,,35,26,landed,,G1D,,,unconfirmed_movement
2026-07-22,dep,TRA3423,HV3423,Transavia,LTFM,LFPO,2026-07-22T03:45:00+00:00,2026-07-22T04:00:00+00:00,,,15,,landed,,D3,,,unconfirmed_movement
2026-07-22,dep,THY2556,TK2556,Turkish Airlines,LTFM,LTBS,2026-07-22T07:00:00+00:00,2026-07-22T07:10:00+00:00,,,10,,landed,,G1C,,,unconfirmed_movement
2026-07-22,dep,THY2318,TK2318,Turkish Airlines,LTFM,LTBJ,2026-07-22T07:00:00+00:00,2026-07-22T07:20:00+00:00,,,20,11,landed,,G10B,,,unconfirmed_movement
2026-07-22,dep,THY2224,TK2224,Turkish Airlines,LTFM,LTAJ,2026-07-22T07:00:00+00:00,2026-07-22T07:16:00+00:00,,,16,,active,,G3H,,,unconfirmed_movement
2026-07-22,dep,THY2134,TK2134,Turkish Airlines,LTFM,LTAC,2026-07-22T07:00:00+00:00,2026-07-22T07:14:00+00:00,,,14,,landed,,G11B,,,unconfirmed_movement
2026-07-22,dep,THY1641,TK1641,Turkish Airlines,LTFM,EDDM,2026-07-22T07:00:00+00:00,2026-07-22T07:09:00+00:00,,,9,,landed,,A1B,,,unconfirmed_movement
2026-07-22,dep,AZO3070,A43070,Azimuth,LTFM,URKK,2026-07-22T07:00:00+00:00,2026-07-22T07:29:00+00:00,,,29,5,active,,B7A,,,unconfirmed_movement
2026-07-22,dep,THY417,TK417,Turkish Airlines,LTFM,UUWW,2026-07-22T06:40:00+00:00,2026-07-22T06:49:00+00:00,,,9,,landed,,A1F,,,unconfirmed_movement
2026-07-22,dep,BBT401,B5401,BBN Airlines,LTFM,GMMN,2026-07-22T17:45:00+00:00,2026-07-22T18:05:00+00:00,,,20,27,landed,,,,,unconfirmed_movement
2026-07-22,dep,TGI1828,,Air Tengri,LTFM,UWWW,2026-07-22T15:00:00+00:00,2026-07-22T15:53:00+00:00,,,53,42,scheduled,,,,,unconfirmed_movement
2026-07-22,dep,RLA7776,,Tarp Aviation,LTFM,UUWW,2026-07-22T17:30:00+00:00,2026-07-22T19:35:00+00:00,,,125,96,scheduled,,,,,unconfirmed_movement
2026-07-22,dep,THY2476,TK2476,Turkish Airlines,LTFM,LTDB,2026-07-22T20:55:00+00:00,2026-07-22T21:16:00+00:00,,,21,,landed,,G5B,,,unconfirmed_movement
2026-07-22,dep,THY2348,TK2348,Turkish Airlines,LTFM,LTBJ,2026-07-22T20:55:00+00:00,2026-07-22T21:13:00+00:00,,,18,,landed,,G11B,,,unconfirmed_movement
2026-07-22,dep,THY2238,TK2238,Turkish Airlines,LTFM,LTAJ,2026-07-22T20:55:00+00:00,2026-07-22T21:14:00+00:00,,,19,3,landed,,G4A,,,unconfirmed_movement
2026-07-22,dep,THY2188,TK2188,Turkish Airlines,LTFM,LTAC,2026-07-22T20:55:00+00:00,2026-07-22T21:22:00+00:00,,,27,4,landed,,G1H,,,unconfirmed_movement
2026-07-22,dep,CPN,IV,Caspian Airlines,LTFM,OIIE,2026-07-22T20:50:00+00:00,,,,,,active,,,,,unconfirmed_movement
2026-07-22,dep,JAV272,R5272,Jordan Aviation,LTFM,OJAI,2026-07-22T20:45:00+00:00,2026-07-22T22:28:00+00:00,,,103,79,scheduled,,A8B,,,unconfirmed_movement
2026-07-22,dep,FIA5328,5F5328,FlyOne,LTFM,LUKK,2026-07-22T20:40:00+00:00,,,,,,cancelled,,,,,
2026-07-22,dep,AFL2135,SU2135,Aeroflot,LTFM,UUEE,2026-07-22T20:40:00+00:00,2026-07-22T20:52:00+00:00,,,12,,,,A7B,,,unconfirmed_movement
2026-07-22,dep,KZR918,KC918,Air Astana,LTFM,UACC,2026-07-22T20:35:00+00:00,2026-07-22T20:43:00+00:00,,,8,,landed,,C1,,,unconfirmed_movement
2026-07-22,dep,THY2730,TK2730,Turkish Airlines,LTFM,LTCO,2026-07-22T05:10:00+00:00,2026-07-22T05:34:00+00:00,,,24,,,,G1F,,,unconfirmed_movement
2026-07-22,dep,THY2666,TK2666,Turkish Airlines,LTFM,LTCV,2026-07-22T05:10:00+00:00,2026-07-22T05:25:00+00:00,,,15,,active,,G1G,,,unconfirmed_movement
2026-07-22,dep,THY2652,TK2652,Turkish Airlines,LTFM,LTCD,2026-07-22T05:10:00+00:00,2026-07-22T05:26:00+00:00,,,16,,active,,G10A,,,unconfirmed_movement
2026-07-22,dep,THY2658,TK2658,Turkish Airlines,LTFM,LTAR,2026-07-22T05:10:00+00:00,2026-07-22T05:21:00+00:00,,,11,,active,,G5A,,,unconfirmed_movement
2026-07-22,dep,THY2592,TK2592,Turkish Airlines,LTFM,LTFG,2026-07-22T05:10:00+00:00,2026-07-22T05:24:00+00:00,,,14,,active,,G9A,,,unconfirmed_movement
2026-07-22,dep,THY2554,TK2554,Turkish Airlines,LTFM,LTBS,2026-07-22T05:10:00+00:00,2026-07-22T05:20:00+00:00,,,10,,landed,,G2B,,,unconfirmed_movement
2026-07-22,dep,ABR3019,5H3019,ASL Airlines,LTFM,DAAG,2026-07-22T02:00:00+00:00,2026-07-22T02:49:00+00:00,,,49,42,landed,,F13A,,,unconfirmed_movement
2026-07-22,dep,THY6574,TK6574,Turkish Airlines,LTFM,UAAA,2026-07-22T10:20:00+00:00,2026-07-22T10:42:00+00:00,,,22,303,,,,,,unconfirmed_movement
2026-07-22,dep,THY2126,TK2126,Turkish Airlines,LTFM,LTAC,2026-07-22T05:00:00+00:00,2026-07-22T05:16:00+00:00,,,16,,landed,,G1H,,,unconfirmed_movement
2026-07-22,dep,THY1853,TK1853,Turkish Airlines,LTFM,LEBL,2026-07-22T05:00:00+00:00,2026-07-22T06:39:00+00:00,,,99,68,scheduled,,A1G,,,unconfirmed_movement
2026-07-22,dep,THY1073,TK1073,Turkish Airlines,LTFM,LATI,2026-07-22T05:00:00+00:00,2026-07-22T05:37:00+00:00,,,37,18,landed,,F2,,,unconfirmed_movement
2026-07-22,dep,THY401,TK401,Turkish Airlines,LTFM,ULLI,2026-07-22T05:00:00+00:00,2026-07-22T05:18:00+00:00,,,18,,,,D5,,,unconfirmed_movement
2026-07-22,dep,THY651,TK651,Turkish Airlines,LTFM,DAAG,2026-07-22T04:55:00+00:00,2026-07-22T05:09:00+00:00,,,14,,landed,,F1A,,,unconfirmed_movement
